Vectors,Accent
"[-2.6963013e+02  1.0167911e+02 -4.2490849e+00  2.2355448e+01
  1.7969669e+01  1.1732247e+01 -1.8902203e+01  1.7340162e+01
 -1.0511908e+01  4.1968398e+00 -8.2212048e+00  9.1858578e+00
 -3.5732033e+00  2.0355482e+00  3.1748431e+00  2.6962352e+00
 -8.3592987e+00  4.4137015e+00 -1.1147264e+01  1.6730442e+00
 -3.4402781e+00 -1.0701612e+00 -1.6016026e+00 -1.2976806e+00
 -2.8443286e+00 -7.2105765e-01  5.1725054e-01 -1.1113002e+00
 -1.0091519e+00 -2.8541522e+00 -7.1804392e-01 -1.2747080e+00
 -2.3774934e+00 -2.2914534e+00 -6.5439087e-01 -9.2040479e-01
  9.3814772e-01 -2.5145195e+00  1.0254257e-01 -1.2062988e+00]",Portuguese
"[-3.1689069e+02  8.9507118e+01  9.7397919e+00  2.3829578e+01
  5.7443976e+00  2.2301924e+01 -1.5864422e+01  2.5567105e-01
 -1.2218474e+01 -1.6890696e+00 -8.1982594e+00 -2.7295206e+00
  1.5424612e+00 -1.0508449e+00 -8.2642593e+00  7.5386562e+00
 -7.3942018e+00 -1.7356910e+00  5.0874150e-01 -3.9746359e-01
 -1.4696672e+00  5.4075283e-01 -3.5346267e+00  4.0650350e-01
 -2.2680700e+00 -2.8765881e+00 -1.4796121e+00 -1.7028583e+00
 -1.0548903e+00 -6.9454515e-01 -1.0514355e+00 -1.2544501e+00
 -1.8132466e-01 -1.1501737e+00 -1.2431542e+00 -1.0591761e+00
 -9.4245738e-01 -1.0863098e+00 -5.0237989e-01 -4.4165036e-01]",Portuguese
"[-224.87097      96.758484     -6.599878     21.579445     -5.7212396
    5.0775537   -13.878697     -3.1756878   -10.293601     -5.050619
  -11.967956      9.816807    -17.144178     10.380969    -11.414524
   -3.759296     -9.972275     -2.0232008    -9.432149      0.87846565
   -4.2304544    -1.3568321    -2.2552893    -1.6032565    -2.785111
   -2.1601245    -5.7956157    -3.7621996    -5.984789     -6.7605515
   -1.3188087    -2.4093485     0.23577113   -2.1111996    -1.3316735
   -2.1046135    -2.8744295    -2.981672     -1.5080593    -4.7837396 ]",Portuguese
"[-250.7658       98.02376      -3.1876485    22.182592    -12.987753
   22.629921    -24.39402      -6.570165    -18.341516      3.7251601
  -20.028809      4.172514     -4.6037326    -3.2688782     2.451376
    3.8038533    -6.837602      0.9123614   -11.112433     -4.641092
   -7.6997004    -7.489812    -11.9537735    -5.547479     -3.8073654
   -6.0848403    -3.834985     -2.3034956    -3.3957515    -3.6390076
   -3.1358123    -4.465552     -2.3226206    -2.9068644    -5.100669
   -0.36706713   -3.2258093    -4.7498627    -1.4829038    -4.4675546 ]",Portuguese
"[-2.6846072e+02  1.2408530e+02 -1.1967263e+01  4.0937088e+01
 -1.8314930e+01  4.2677851e+00 -2.3386211e+01  1.5425732e+00
 -6.8766956e+00 -8.2342768e+00 -3.1854503e+00 -1.9435221e+00
  2.0422733e+00 -2.3240123e+00  4.5276060e+00 -1.3657300e+01
  5.7624044e+00 -5.4079137e+00 -7.6825585e+00 -2.8419738e+00
 -9.6266870e+00 -5.7627469e-01 -4.4388590e+00 -2.5483280e-01
 -5.7360125e+00 -5.0960617e+00 -3.2269640e+00 -3.3091741e+00
 -2.1458639e-01  1.9721207e-01  1.7647941e+00  1.8092542e+00
  5.2331500e+00  4.2857323e+00 -5.6485015e-01  2.1994693e+00
  4.1610126e+00  8.1194365e-01  1.5415674e-01  1.2646606e+00]",Portuguese
"[-2.51551712e+02  1.55265259e+02  1.26496820e+01  3.28535805e+01
  2.91522670e+00  1.37090044e+01  2.28825808e+00  3.02566981e+00
 -1.65440238e+00  6.46477604e+00 -9.66512203e+00  1.28901701e+01
  1.67187601e-01  2.11909032e+00  3.66853642e+00  4.84090710e+00
 -3.56784225e+00  3.55871630e+00 -9.27422941e-01  4.37353849e-01
 -1.31263864e+00 -1.94697165e+00 -3.03560114e+00 -1.51142323e+00
 -8.81455421e-01  1.35473382e+00  1.89636981e+00  1.05065310e+00
  3.21505833e+00  1.16075611e+00  2.76171160e+00 -1.27085429e-02
  3.77199382e-01 -1.82898462e-01  1.19312994e-01 -1.94982445e+00
  1.09858952e-01 -2.80639625e+00 -1.10992360e+00 -2.14640117e+00]",Portuguese
"[-3.11344574e+02  1.00273026e+02  1.93114357e+01  2.93356342e+01
  1.57151804e+01 -1.07183003e+00 -7.65424109e+00 -1.80763468e-01
 -5.17335415e+00 -2.57585216e+00 -7.26592779e+00 -5.54931974e+00
 -8.23072624e+00 -5.37605381e+00 -9.71576595e+00 -5.94916391e+00
 -4.00889540e+00 -4.69443512e+00 -5.97554970e+00 -2.92659998e+00
 -3.88998938e+00 -3.94884801e+00 -3.75935054e+00 -2.06034780e+00
 -4.91065681e-01  9.42648888e-01 -1.87024939e+00  1.44957387e+00
  1.14880133e+00  1.19204175e+00  5.17572975e+00  6.29633427e+00
  5.31421804e+00  6.86935616e+00  8.65563679e+00  4.48202562e+00
  3.53553796e+00  2.21278000e+00 -4.73671466e-01 -8.49855304e-01]",Portuguese
"[-1.6394395e+02  7.8534698e+01  3.6375365e+00  3.2258144e+01
 -4.9316087e+00  7.9634113e+00 -8.4291687e+00  7.8220830e+00
 -1.7662067e+01  1.0782736e+01 -1.6946665e+01  4.4594312e+00
 -8.8860407e+00  8.8531199e+00 -5.1361723e+00  3.7361047e+00
 -1.1796357e+01  2.6418183e+00 -6.5694389e+00  4.7895700e-01
 -2.6471713e+00  2.3942797e+00 -4.7030244e+00  3.0241270e+00
 -2.2652822e+00 -4.9289498e-01  1.1756146e-01  5.7859522e-01
 -3.3656452e+00 -4.1080987e-01 -1.2873597e+00  7.7223992e-01
 -2.5829499e+00 -1.3641797e+00 -1.1261960e+00 -2.7900448e+00
 -4.5632749e+00 -9.4949514e-01 -7.8423631e-01 -1.8585162e+00]",Portuguese
"[-2.7325732e+02  1.1159069e+02  6.0138268e+00  4.2370380e+01
  7.5388131e+00  1.3433265e+01 -1.4985125e+00  7.5843730e+00
 -1.2987661e+00  7.3252201e+00 -3.0178177e+00  5.7746797e+00
 -3.2353933e+00  5.1653185e+00 -1.5957618e+00  1.5795014e+00
 -4.2126894e+00  2.6189127e+00 -3.7632763e-01  2.1151581e+00
 -1.3038574e+00  2.1130381e+00 -3.0773463e+00 -1.2842710e+00
  6.6222584e-01  2.1740026e+00 -2.6653089e-02  2.3186503e-01
  2.3885760e-01  3.5636500e-01  2.3694701e+00 -1.1160183e-01
  1.0759840e+00  7.6316631e-01 -1.4075236e+00 -1.1341255e+00
 -2.4707898e-01 -3.8565588e+00 -1.0617203e+00 -1.7960955e+00]",Portuguese
"[-3.3420267e+02  1.0789534e+02  1.7230585e+00  2.8304497e+01
 -5.2268214e+00 -1.4311113e+01 -1.5992552e+01 -1.2578678e+01
 -1.3167008e+01 -1.2221349e+01 -9.1224918e+00 -6.3617430e+00
 -1.2210017e+01 -5.3353715e+00  1.7082603e-01 -1.3188336e+01
 -3.4939978e+00 -6.4229612e+00 -8.8775187e+00 -1.1245433e+00
 -4.2574706e+00 -6.9877295e+00 -7.7835565e+00 -7.1438007e+00
 -3.7431934e+00 -2.3207901e+00 -3.2575967e+00 -3.8480084e+00
 -6.5847230e+00 -3.1524327e+00 -2.9453025e+00 -1.5412265e+00
  1.4156155e-01 -3.0393603e+00 -2.1948180e+00 -3.3640950e+00
 -3.4825070e+00 -3.1365687e-01  4.0661800e-01 -1.9349623e+00]",Portuguese
"[-2.7412766e+02  9.2462471e+01 -2.8447874e+00  4.7921978e+01
 -4.0238299e+00  5.4957032e+00 -1.0193019e-01 -5.1374125e+00
 -5.5031481e+00 -2.2255266e+00 -1.3554482e+01 -1.7016169e+00
 -5.4306942e-01  7.1116838e+00 -3.9437575e+00  5.5051146e+00
 -2.5847068e+00 -1.2690343e+00 -4.6776786e+00  2.9319100e+00
  2.6974781e+00  1.4852731e-03  2.7077842e+00  6.0012788e-01
  1.5095007e+00  2.8340521e+00 -1.3834636e+00  2.2012591e+00
  3.9685347e+00  3.8588033e+00  3.1491804e+00  3.6310542e+00
  1.5304812e+00  5.1697621e+00  4.8826566e+00  6.5137186e+00
  4.9205046e+00  2.1259463e+00 -1.0068749e+00  1.9434803e+00]",Portuguese
"[-2.7403000e+02  5.4537441e+01 -2.0483988e+01  2.3865549e+01
 -1.3581246e+01 -1.0194275e+01 -1.4277505e+01 -4.0539250e+00
 -1.1321876e+01  6.1687994e+00 -1.6203058e+01  6.0755491e+00
 -1.5772850e+01 -7.2329587e-01 -1.1392943e+01  6.8451160e-01
 -8.5703917e+00 -1.2838436e+00 -7.7018456e+00  2.9781451e+00
 -7.9846520e+00 -7.6850981e-01 -3.1468167e+00 -2.1167721e-01
 -4.6793876e+00  5.1912302e-01 -1.6692363e+00 -6.8712080e-01
  2.8318751e+00  5.9870520e+00  5.1843987e+00  8.2628555e+00
  4.3727946e+00  6.4517069e+00  3.2892265e+00  1.5544617e+00
  1.3605328e-01  4.8086187e-01 -4.2684990e-01 -3.2841331e-01]",Portuguese
"[-3.2007095e+02  9.6162285e+01  1.3048472e+01  4.5925983e+01
  6.4124651e+00  5.3602858e+00 -1.6205845e+01 -1.4144968e+01
 -4.1157603e+00 -1.4381534e+00 -5.6624374e+00  6.7857914e+00
 -4.3253970e+00 -5.7702035e-01 -1.2303879e+01 -2.0188313e+00
 -6.7091718e+00 -2.0498124e-01 -4.1823030e+00 -3.3494322e+00
 -9.3708825e-01 -4.3826437e+00  5.0084500e+00 -8.3431900e-01
  3.3242571e+00  4.6329961e+00  4.0820084e+00  7.7734623e+00
  7.2465091e+00  9.2262011e+00  5.1275272e+00  8.5903597e+00
  2.3194592e+00  3.7431152e+00  1.2003185e+00  2.8572459e+00
 -7.3634177e-01  1.0836794e+00  1.5855072e-01  3.1143865e-01]",Portuguese
"[-2.8558127e+02  1.3134729e+02 -6.0796943e+00  5.2872654e+01
  2.6155453e+00  1.0466983e+01 -1.6888645e+01 -1.0993817e+01
 -3.1309910e+00  4.4406426e-01 -1.1215338e+00 -4.7429692e-02
  5.7333274e+00  1.8946247e-01 -8.2667792e-01 -1.1226385e+00
  4.9711280e+00 -4.4183407e+00  5.7647700e+00 -4.0442878e-01
 -2.7721283e+00 -1.4110428e+00 -8.2608061e+00  1.8856630e+00
 -4.4005795e+00 -6.2039977e-01 -5.7829386e-01 -5.8210187e+00
  1.7379211e-01  4.5845413e-01 -2.6282659e+00 -5.2999716e+00
 -1.5384440e+00  8.4157008e-01  2.2146478e-01  2.3205285e+00
  2.5611956e+00  4.3862472e+00  4.0613379e+00  3.2265532e+00]",Portuguese
"[-377.3964       86.906044     30.529886     37.37341       2.8973885
   10.191338     -2.6880233     8.018858     -4.6859097     7.6152506
   -2.6783314     3.73643      -8.420716      8.345369     -8.534916
    3.0104585    -4.395474     -0.4758587    -3.010706      0.8574073
   -5.3730006    -1.3325446    -2.6994991    -2.6478646    -3.0856497
    1.1668019    -3.6418912     0.997151      0.52710027    1.6066087
    1.6224416     2.0041697     2.922477      3.689536      5.6427784
    6.294584      5.2702646     4.2164063     2.1182914     0.5994163 ]",Portuguese
"[-2.5956107e+02  1.0665118e+02 -1.3664772e+01  5.3662781e+01
 -1.4518391e+01  1.7764141e+01 -2.0739906e+01  6.3091737e-01
 -1.1285352e+01 -8.0617971e+00 -3.3745565e+00 -9.3624058e+00
 -1.7814155e+00 -6.9785476e+00  1.3357044e+00 -1.4148127e+01
 -1.7538708e+00 -7.2179265e+00 -4.2122078e+00 -3.2549710e+00
 -8.7961702e+00 -6.2064133e+00 -5.5010877e+00 -4.7992417e-01
 -5.4105005e+00 -2.9040557e-01 -4.2023907e+00 -5.0767479e+00
 -5.0656610e+00 -7.2452064e+00 -5.8234591e+00 -4.0749311e+00
  8.2909569e-02  2.0896618e+00  3.4497504e+00  1.9080496e+00
  7.3271865e-01  1.9488637e-01 -1.0163084e+00 -1.5192806e+00]",Portuguese
"[-3.0087720e+02  8.7659454e+01 -3.0275023e+00  5.1669556e+01
 -1.0733197e+01  3.3798779e+01 -1.0305547e+01  5.2270956e+00
  3.7138710e+00 -8.4159594e+00 -8.7309237e+00 -6.5876646e+00
  4.9714961e+00 -1.1312189e+01 -2.2255888e+00 -1.9623318e+00
  1.6237220e+00 -1.1446158e+01 -4.2272110e+00  4.5318452e-01
 -9.2697315e+00 -7.3335629e+00 -4.1030807e+00 -8.2167804e-01
 -7.1891375e+00  7.0090193e-01 -1.4086182e+00 -4.3318124e+00
 -3.2908702e+00 -1.9286660e+00 -6.4977318e-01 -3.4377425e+00
 -2.9737868e+00 -4.7045588e-01 -3.0386481e+00 -2.6433299e+00
  2.3766553e+00 -4.1105776e+00  1.3705970e-01 -1.4616290e+00]",Portuguese
"[-3.57191895e+02  1.01234276e+02  2.37162189e+01  3.51683197e+01
  1.93369293e+01  2.33304572e+00  4.35672224e-01  6.82174301e+00
 -5.66934490e+00 -3.98930693e+00 -3.42988610e+00 -2.53790951e+00
 -4.74687243e+00 -1.89388657e+00 -2.69048715e+00 -3.74442148e+00
 -3.59909344e+00 -2.53498006e+00 -4.26255465e+00 -4.15393877e+00
 -3.72960496e+00 -4.44115925e+00 -2.71192741e+00  1.65579114e-02
 -1.53735626e+00  3.77887756e-01  1.42351365e+00  3.07975888e+00
  3.57537198e+00  7.32591724e+00  6.16451073e+00  4.33221912e+00
  5.75954199e+00  2.80109715e+00  4.67035502e-01  6.64440215e-01
  1.15183353e+00 -6.99830174e-01 -6.72576368e-01 -1.21835625e+00]",Portuguese
"[-2.91215881e+02  1.19883118e+02  8.83793640e+00  5.86851501e+00
  1.56497228e+00  2.06565399e+01 -5.64591742e+00  6.62296247e+00
 -1.19896145e+01 -2.04790878e+00 -6.11226511e+00  4.49875593e+00
 -1.82777143e+00  4.17752123e+00 -6.09833813e+00  6.86207247e+00
 -1.51213753e+00  3.08368659e+00 -7.73048973e+00 -6.34984493e-01
 -4.08073807e+00  1.43066061e+00 -6.15464497e+00  1.80794418e+00
  1.71515250e+00  3.93629670e+00 -2.69731760e+00  4.20546055e+00
  8.25634956e+00  2.91354585e+00  4.26433516e+00  5.89250469e+00
  7.42966127e+00  2.72240949e+00  6.36916399e+00  4.01692438e+00
  4.59521341e+00  3.10095000e+00  4.85138226e+00  2.61980027e-01]",Portuguese
"[-264.68326      65.666725    -28.465387     37.492546     -0.8534965
   22.322487    -21.593668     -1.5755414    -9.265453      8.613985
  -13.063677      6.1644373     2.097752      6.246483    -10.64946
    2.88092      -6.3865056     7.4431615    -1.869249     -2.8104937
   -7.258344      4.955055     -2.529048      0.69510907    4.36026
    2.8806343    -1.8802236     1.3286086    -3.5666018     0.58341694
    1.1309934    -3.2308247     1.0181583     1.2542853    -0.9788698
   -1.0335292    -0.75572944   -2.865999     -1.2086009    -1.1796241 ]",Portuguese
"[-2.4216504e+02  1.2365099e+02 -2.5717505e+01  4.7313171e+01
 -1.5462166e+01  1.1727496e+01 -8.3311377e+00  9.6502943e+00
 -1.3317298e+01  4.1506996e+00  4.7877998e+00 -4.4325843e+00
  1.1830580e+01 -3.4629300e+00  1.3259946e-01 -8.2334149e-01
  4.5836763e+00 -2.9328358e-01  5.2358561e+00  1.9555132e+00
  3.1485503e+00 -1.4690524e+00 -8.7932386e+00 -1.3484823e+00
 -1.9332795e+00 -1.2250947e+00 -6.8421526e+00 -2.5763988e+00
 -6.6030006e+00 -5.4890766e+00 -1.6075224e+00 -6.2513030e-01
 -2.0040398e+00 -6.0252714e+00 -8.4055918e-01 -3.0856051e+00
 -3.0938387e+00 -2.5804906e+00 -5.9284735e+00 -4.0279765e+00]",Portuguese
"[-2.0244348e+02  1.0994173e+02  1.0389370e+01  1.1653077e+01
  1.8792166e+01  1.0266880e+01 -7.9143558e+00  6.7391437e-01
 -5.3186603e+00  5.8404052e-01 -9.7406645e+00  8.6259975e+00
 -5.9333663e+00  5.2583653e-01 -7.6589518e+00  1.1758798e-01
 -9.9708004e+00  2.6345551e+00 -9.7612085e+00 -4.9960527e-01
 -7.8288522e+00  2.5579026e-01 -7.0370173e+00 -2.6066258e+00
 -1.8353372e+00  2.4461777e+00 -2.2044063e+00  1.1019660e+00
 -4.8706923e+00 -1.9760861e+00 -5.2282295e+00 -1.7794437e+00
 -6.9897914e+00 -2.0153956e+00 -6.3058014e+00 -2.9454463e+00
 -1.2702299e+00 -1.5128686e+00 -3.7261364e-01 -1.7202398e+00]",Portuguese
"[-3.01227478e+02  1.31115540e+02  7.13890314e+00  2.98357353e+01
  3.63345551e+00 -4.22686672e+00 -6.41677999e+00  1.59519815e+01
 -1.20345745e+01 -6.14517117e+00 -3.87436986e+00  2.48353267e+00
 -9.59745502e+00  7.97331333e+00 -4.24561167e+00  4.33204269e+00
 -1.15002012e+00  9.71958697e-01  7.60777175e-01 -7.82601535e-03
 -6.46849585e+00 -2.19656229e+00 -4.27490997e+00 -1.60881960e+00
 -9.84753847e-01 -4.90516472e+00 -4.14136648e+00 -3.59074330e+00
 -1.58559287e+00 -3.53484917e+00 -2.02927685e+00 -5.03364849e+00
 -5.00976562e+00 -6.66113901e+00 -4.58473682e+00 -3.79369545e+00
 -4.62662458e+00 -4.45401192e+00 -3.80692506e+00 -5.98274279e+00]",Portuguese
"[-3.0930820e+02  7.8900482e+01  1.2416952e+01  2.9889654e+01
  6.8414669e+00  1.2480387e+01 -1.9433314e+00  6.8731189e+00
 -1.4284600e+01  1.4805480e+01 -4.1926289e+00  4.8268948e+00
 -1.1051501e+00  1.1600007e+01 -2.2728372e+00  3.8555741e+00
 -2.9722323e+00  6.4745831e+00 -4.0809493e+00  2.1326599e+00
 -3.7927909e+00  1.3209033e+00 -7.1026975e-01  5.6355720e+00
  2.1639822e+00  5.5008855e+00  1.9128472e+00  7.7507257e+00
  7.7463217e+00  9.6784353e+00  6.8106241e+00  1.0018567e+01
  7.0835466e+00  1.4595066e+00  1.4976391e+00  1.2954075e+00
  2.1384130e+00  1.5708348e-01 -3.6053464e-01 -2.6178629e+00]",Portuguese
"[-1.87259995e+02  4.56529350e+01 -4.74474678e+01  3.81990814e+01
 -2.98945546e+00 -6.79435253e+00 -1.22869045e-01  8.44596004e+00
 -1.60207634e+01  1.95405312e+01 -7.98456049e+00  7.22841692e+00
 -9.55971813e+00  1.16289206e+01 -1.05920401e+01  1.13960848e+01
 -4.17875719e+00  1.30248713e+00 -8.24953938e+00  6.22386837e+00
 -4.88201237e+00  4.22902012e+00 -8.70566368e+00  1.34103799e+00
 -3.68215132e+00  1.81815004e+00 -4.46666241e+00  2.79417467e+00
  1.41300833e+00  2.10709620e+00 -4.26559687e-01  5.31725836e+00
  4.62721205e+00  4.74989986e+00  8.20160198e+00  5.03007507e+00
  2.95697427e+00  4.50939751e+00  1.18288159e+00 -2.23092246e+00]",Portuguese
"[-3.6306931e+02  1.4137396e+02 -3.6766205e+01  2.4643150e+01
  1.7050489e+01 -1.9856538e+00 -1.0392741e+01 -8.9785080e+00
 -2.5092499e+00  6.2107887e+00  1.8788150e-01 -1.4451436e+00
  2.5044098e+00 -3.2730162e-01 -3.2637038e+00 -8.8430500e+00
 -1.2833124e+00 -2.8460872e+00 -1.0130381e+01 -7.6748252e+00
 -8.4820251e+00 -1.0024869e+01 -7.7728205e+00 -4.0619974e+00
 -5.5410752e+00 -5.3524289e+00 -2.4480791e+00 -1.0204756e+01
 -5.6237330e+00  1.6656932e+00 -1.3234971e+00  2.3786783e+00
  3.8322418e+00  5.2183166e+00  5.9171023e+00  2.2780566e+00
  2.3798838e+00  2.0642669e+00 -2.3285130e-01 -2.0309172e+00]",Portuguese
"[-2.8695792e+02  1.2060469e+02  9.9924660e+00  3.1744417e+01
  3.5911777e+00  1.4908432e+01 -5.3437557e+00  2.3396063e+00
 -9.7959089e+00  9.4314108e+00 -6.6702886e+00  6.9679995e+00
 -8.4772625e+00  2.8166816e+00 -7.8407563e-02  2.6174185e+00
 -4.0024695e+00  2.9282012e+00  1.0567197e+00  1.8890159e+00
 -3.1670444e+00  1.6734575e+00 -1.8968749e+00 -2.0020483e+00
 -4.2351654e-01  6.2930882e-01 -4.7020783e+00 -1.3949152e+00
 -1.9750345e-01 -9.5290087e-02  5.9726006e-01 -1.5249165e+00
 -7.9539023e-02 -7.9406077e-01  1.1270329e+00 -2.2536948e+00
 -1.6526394e-01 -2.9671481e+00 -6.8514311e-01 -8.0010223e-01]",Portuguese
"[-3.11766602e+02  6.97738419e+01  1.38679914e+01  2.43005600e+01
 -4.54478121e+00 -2.32990704e+01 -2.57257671e+01 -2.83483505e+00
 -2.15741024e+01 -1.84008256e-01 -2.06476460e+01 -1.26366794e+00
 -1.61040649e+01 -1.85307169e+00 -8.46615028e+00 -3.64995146e+00
 -1.21829033e+01  5.73704100e+00 -1.71546783e+01  3.75872159e+00
 -1.02476635e+01 -5.23575258e+00 -9.63237858e+00 -5.46548843e+00
 -6.64971733e+00 -2.37465191e+00 -3.59792018e+00 -1.15345812e+00
 -3.30346322e+00  7.87685692e-01 -2.97820568e+00  1.75514424e+00
  4.96494561e-01  2.68386316e+00  3.81332207e+00  5.46534252e+00
  5.63271523e+00  6.73137522e+00  3.46355605e+00  5.63343239e+00]",Portuguese
"[-3.04485687e+02  1.05197014e+02  1.38071375e+01  3.07585773e+01
  2.36069431e+01  2.87284946e+00 -1.23136749e+01  1.19497261e+01
 -1.56525173e+01 -5.59730673e+00 -4.37455893e+00  4.41086006e+00
 -5.76536989e+00  1.30105696e+01 -8.19450092e+00  5.90548182e+00
  2.26693079e-01 -1.42544365e+00 -1.22349286e+00  5.99544466e-01
 -3.26068664e+00 -1.20675159e+00 -4.63199645e-01 -4.48551655e+00
 -1.19503689e+00  1.32076085e+00 -6.37834692e+00  8.72745395e-01
 -3.02527738e+00 -1.98394251e+00 -7.51999199e-01 -1.69266772e+00
 -2.77275991e+00  4.06030595e-01 -2.31337976e+00 -7.81847358e-01
 -2.04152536e+00 -6.14651591e-02 -1.56002235e+00 -9.86464441e-01]",Portuguese
"[-2.9098041e+02  8.1801361e+01 -1.0155400e+00  1.5289496e+01
 -6.7638083e+00  7.4972636e-01 -2.4720667e+01 -7.7818117e+00
 -2.0829229e+01 -2.8654258e+00 -1.5728883e+01 -3.9851782e+00
 -8.6212654e+00 -9.6059608e+00 -1.2289224e+01  4.8676262e+00
 -1.6063438e+01 -1.6995876e+00 -7.2091861e+00 -1.0096841e+00
 -1.0650191e+01 -2.6624177e+00 -7.8906660e+00 -2.3573368e+00
 -6.3411016e+00 -1.1356947e+00 -4.0552039e+00  2.9551321e-01
 -2.6776757e+00  1.5353007e+00 -3.5833945e+00 -5.2556360e-01
 -2.1319120e+00 -1.7735898e-01 -6.8649250e-01 -2.0514634e+00
  9.1902983e-01 -1.8115568e-01  4.8348936e-01 -1.2334338e+00]",Portuguese
"[-3.20526031e+02  9.96966629e+01 -5.10477781e+00  2.62386055e+01
  9.18103886e+00 -7.32503939e+00 -1.34247351e+01 -4.38257647e+00
 -1.86558819e+01 -9.62352848e+00 -2.61554298e+01 -9.69680309e+00
 -3.18613839e+00 -8.72027397e+00 -1.20413399e+01  4.76245070e+00
 -1.40263195e+01 -7.77761173e+00 -3.09551620e+00 -2.04594707e+00
 -8.57903481e+00 -3.79782009e+00 -6.86692381e+00 -5.49317360e+00
 -1.25622821e+00  5.92002124e-02 -4.35031652e+00 -5.68072796e+00
 -1.24397397e+00  3.64063323e-01 -4.87722301e+00 -2.93996358e+00
 -4.13122034e+00 -3.40416670e+00 -3.71156287e+00 -2.63666272e-01
  4.89132166e-01 -6.80865574e+00 -1.49346650e+00 -6.38668239e-01]",Portuguese
"[-356.1175      100.25861      30.409864     38.68093      -6.706303
    4.9596796    -5.7642365    -0.5579741   -19.427732      4.5679164
  -10.429736      7.1611238   -10.784395     -5.9898734   -10.515503
    1.2472413     0.83670634   -4.5726895     1.2399606    -4.1499176
    0.64078134    1.9038585    -2.2325604    -4.130072      0.6254941
    0.65808254   -4.836826     -4.4089146    -0.5005858    -0.7431769
   -1.1425253    -0.67235154   -1.638233     -0.53202266   -3.7392824
    0.482138      0.43330523   -1.0357367     1.6057785     2.8817809 ]",Portuguese
"[-3.4730878e+02  1.2413217e+02 -3.1749444e+00  3.9718151e+01
 -9.9430256e+00 -4.7112985e+00 -1.0953127e+01 -4.7683911e+00
 -1.1069662e+01  4.1290393e-01 -2.8019035e+00 -3.7027559e+00
 -3.8313973e+00 -4.4187331e+00  4.3130035e+00 -5.1028304e+00
  4.2731118e+00 -1.1032363e+01 -7.8974166e+00  2.4758377e+00
 -4.2191954e+00 -4.1617084e+00 -4.6542301e+00  9.5625877e-01
 -2.3226383e+00 -5.4665031e+00 -2.0497317e+00 -1.8535928e-01
 -4.3341455e+00 -4.6662669e+00 -1.1976748e+00 -2.9120152e+00
  7.0658438e-02  2.2971792e+00  1.2145942e+00  7.2170596e+00
  6.4187045e+00  3.6159351e+00  2.4924290e+00  1.4083873e+00]",Portuguese
"[-3.8014136e+02  1.0852601e+02  1.6219666e+01  1.9610010e+01
 -1.5959226e+00 -1.7168137e+01 -9.5884838e+00 -1.5413475e+01
 -2.5405649e+01 -5.7825379e+00 -1.7023731e+01 -6.2825789e+00
 -1.1326494e+01 -8.6786070e+00 -1.1862177e+01 -1.0917896e+01
 -7.6714640e+00 -6.1502666e+00 -8.7444458e+00 -4.8644128e+00
 -4.0537124e+00 -6.1314492e+00 -2.5775924e+00 -2.3410475e+00
 -1.3393261e+00 -1.2515682e+00 -2.4881487e+00  1.0185043e+00
  7.8419082e-02 -6.9134033e-01 -3.8844371e-01  8.4754986e-01
 -1.1204709e+00  9.1810203e-01  3.1838975e+00  2.3108065e+00
  3.3942294e+00 -8.4743840e-01  2.9409835e+00  1.3901788e+00]",Portuguese
"[-303.24002      67.850105      7.5069685    11.039425    -13.0844345
   -2.484975    -24.687727     -2.6531465   -32.86534       2.069755
  -27.629318      4.0048013   -17.90038      -7.742967    -14.890772
   -4.7002525   -12.129847     -4.136195    -15.524901     -0.8606966
   -9.251989     -0.5934809   -10.9758415     4.733111     -3.102525
   -0.41469866   -3.7489078     4.799842     -1.0265645    -5.997844
    2.1891236     5.4522586     1.9111949     3.1185994     6.77912
    5.5035305     5.5615635     5.3869734     0.40840104    1.8022661 ]",Portuguese
"[-4.2669226e+02  4.5991116e+01  1.5897790e+01  3.7394661e+01
  1.3224640e+01  8.0811157e+00 -1.5141079e+00  6.3342776e+00
  6.0003152e+00  5.7161174e+00 -3.7934425e-01  6.9374723e+00
  4.8892636e+00  4.7383614e+00  6.3064647e+00  4.9446640e+00
  2.3331554e+00  4.8695936e+00  3.6124022e+00  4.1862683e+00
  2.6018376e+00  2.9733925e+00  3.3364639e+00  1.8185407e+00
  3.1251264e+00  4.1116548e+00  2.7341607e+00  3.1139634e+00
  3.6522558e+00  1.8513240e+00  2.7059803e+00  2.2317448e+00
  1.2508188e+00  1.7110687e+00  1.5306107e+00  8.8807064e-01
  7.4477297e-01  5.3498322e-01  8.8244319e-01  1.7449536e+00]",Portuguese
"[-394.6125       44.781384      3.751942     30.684122    -16.740955
    5.012594    -35.92108      -5.9803877   -11.036876    -16.611782
   -4.4798064    -5.8930483    -8.427578     -3.1557271   -13.335419
   -9.942285     -9.182589    -13.076088     -5.4999676    -8.700981
   -4.618498     -4.810738     -0.625108     -2.9630132     1.2601888
    1.3062731    -1.6570648     3.0106866     1.316989      0.8167873
    2.9948394     2.3199823     3.7234697     4.358333      5.275038
    5.996196      4.4688196     5.512578      4.008234      0.97884387]",Portuguese
