Vectors,Accent
"[-3.0893039e+02  6.5528549e+01  2.4058567e+01  7.7217722e+00
  7.1824875e+00  1.4686235e+01 -1.8748999e+01  1.5737350e+01
 -1.1593815e+01  1.3156278e+01 -1.5148123e+01  1.1337390e+01
 -9.5135584e+00  1.1167909e+01 -5.6821861e+00  9.2850542e+00
 -7.1642365e+00  9.7493858e+00 -4.1351213e+00  4.6090350e+00
 -3.7828040e+00  4.7919321e+00 -2.4470894e+00  1.8453476e+00
 -1.5369781e+00  2.0577390e+00 -2.0068221e+00  3.3811355e+00
 -2.2025247e+00  2.0202994e+00 -8.8756120e-01  1.0380640e+00
 -2.2629935e-01  1.4824662e+00  1.5386070e+00  2.7642872e+00
  3.0317516e+00  2.8755302e+00  2.9867268e+00  2.8821704e+00]",polish
"[-275.27197      84.15415      10.827943     23.97187       1.0035254
    7.53782      -8.046915      6.281529     -5.239541      5.3323317
   -4.390779      4.2799587    -3.1784089    11.132528     -6.466362
    3.5610766    -4.698282      5.524783     -4.423888      2.0490234
   -2.398094      2.6876526    -1.521171      4.9297533    -1.1893679
    6.048497      3.0895452     7.262109      6.544789      9.944864
    8.514091      8.875566      6.285062      5.192666      3.180291
    2.1692746     1.2291818     1.9959568    -0.33949745    0.42743957]",polish
"[-317.50247      87.55503       7.1121063     7.1469784    10.147241
    0.9165221    -6.0078936     7.5464277   -12.037599     11.295151
  -11.663779     10.981004     -6.34626      10.997315     -2.449675
   11.845494     -5.5864286     8.729247     -2.2909288     5.6558847
   -2.8127937     4.6037536    -0.843654      0.83760905    1.1759932
    1.3850783    -1.4984595     2.3199522    -0.39810145    1.1878037
   -0.38176382    1.4887377    -0.4244796     0.94853175   -0.32336795
    0.6758386    -0.81641394    0.744564      0.5749223     1.014378  ]",polish
"[-2.8361142e+02  1.0901044e+02  2.9441874e+01  2.5179234e+01
  2.3515303e-01  9.7954741e+00  2.7651751e+00 -1.1888645e+01
 -8.4846201e+00  8.8055239e+00 -7.3130498e+00  6.3444629e+00
 -7.3959169e+00  4.0125556e+00 -5.3234019e+00 -1.4808779e+00
 -1.0157857e+01 -1.1623406e+00 -2.2286785e+00 -1.6503227e+00
 -2.3346055e+00  4.8143759e+00 -8.5987896e-01 -1.7159121e+00
 -7.7770334e-01  2.5027080e+00 -3.2919323e-01  1.0617217e+00
  1.8175735e+00  2.8673508e+00  2.9525895e+00  1.9411082e+00
  3.0596807e+00  4.5396104e+00  2.3009527e+00 -5.1605397e-01
 -1.2846038e+00 -6.8716449e-01 -2.0172143e+00 -2.2157946e+00]",polish
"[-4.5703540e+02  7.3771439e+01  3.2405224e+01 -3.2800152e+01
  2.7833488e+01 -8.4048300e+00 -3.2176464e+01 -3.6650930e-02
 -1.6901955e+01 -4.0889883e+00 -2.2107151e+01  1.8764997e+00
 -1.6016159e+01  6.8105645e+00 -1.3382595e+01 -8.3993721e-01
 -1.0127580e+01 -1.0973282e+00 -1.1905282e+01 -1.1489513e+00
 -9.4978857e+00 -1.7598070e-01 -6.9452047e+00  1.5912856e+00
 -4.1402173e+00  3.6739528e+00 -1.1872982e+00  1.5998369e+00
 -6.6009209e-02  1.4294958e+00 -8.6789668e-02  2.4063666e+00
  1.9215082e+00  2.6701810e+00  4.0878339e+00  7.3533928e-01
 -9.2342210e-01  1.7690573e+00 -1.4088856e+00  1.4037065e-01]",polish
"[-3.3657889e+02  6.9274315e+01 -1.3511104e+01  1.2159116e+01
  3.0742463e-01  1.4186131e+00 -2.9335253e+01 -1.4635303e+01
 -2.4021570e+01 -8.4227724e+00 -2.3623081e+01 -9.3949070e+00
 -9.6098852e+00  5.1251774e+00 -2.3911900e+01 -3.0128684e+00
 -9.5622578e+00 -8.9935732e+00 -1.4150165e+01  1.7663257e+00
 -1.0226883e+01 -3.8069682e+00 -6.6357331e+00 -6.6889319e+00
 -1.1338875e+01 -3.6689463e+00 -8.5539904e+00  1.8202664e+00
 -4.5527849e+00  3.1220224e+00 -2.8148272e+00 -4.7764049e+00
  3.4127963e-01 -7.1805459e-01  1.3666638e+00  2.8489537e+00
  2.9724486e+00  4.2375140e+00  4.6542277e+00  3.6579890e+00]",polish
"[-2.75876923e+02  1.03032555e+02 -3.30601997e+01  2.67063084e+01
 -4.43416548e+00 -9.77141094e+00 -1.43982592e+01 -2.00197506e+01
 -1.34291878e+01 -7.34260023e-01 -1.42446814e+01  3.27945065e+00
 -8.57586956e+00 -1.62140930e+00 -1.82916343e-01  6.14133358e-01
 -1.28179760e+01 -3.46523929e+00 -9.00120163e+00 -2.10335779e+00
 -8.82574081e+00  5.93605578e-01 -7.04517651e+00 -1.52422714e+00
 -3.47854519e+00 -1.96418798e+00 -1.22204602e+00 -2.52485776e+00
 -4.29577351e+00 -4.22189862e-01 -2.14176583e+00 -3.61644578e+00
 -9.12015438e-01 -1.38822544e+00  1.73436642e+00 -3.68710868e-02
 -1.62919748e+00 -4.11480218e-01 -7.65915394e-01 -2.29057813e+00]",polish
"[-3.24594635e+02  1.29514984e+02 -1.95361481e+01  1.10811272e+01
  4.22542477e+00 -1.14456234e+01 -1.95014763e+01 -7.62076235e+00
 -1.56355572e+01 -1.07261515e+01 -1.94336166e+01 -1.76471100e+01
 -6.36293125e+00 -4.78863668e+00  2.84601271e-01 -1.39408140e+01
 -1.26487732e+01  9.68981206e-01 -7.21241093e+00 -1.21910095e+01
 -3.13000655e+00 -6.32140160e+00 -7.31640959e+00 -4.35796070e+00
 -8.12177372e+00 -6.62716293e+00  2.78592587e-01 -4.31605577e+00
 -5.47928524e+00 -3.95392179e-01 -4.16989279e+00 -3.51964092e+00
  4.91614223e-01 -2.61480951e+00 -4.33047581e+00 -2.41343951e+00
 -3.21548438e+00 -2.37401271e+00 -1.80904782e+00 -9.39140320e-02]",polish
"[-3.19347992e+02  5.79210281e+01 -1.83119068e+01  6.35200357e+00
 -1.16398258e+01 -1.52381811e+01 -2.41100960e+01 -1.62023697e+01
 -2.34052944e+01 -4.99434900e+00 -3.11097736e+01  5.23524141e+00
 -1.38680296e+01 -3.94947314e+00 -1.45611725e+01 -7.46341944e+00
 -1.31477737e+01 -5.32601976e+00 -5.22747612e+00 -2.86157680e+00
 -1.49430871e+00  2.15655518e+00  2.86493635e+00 -2.01565313e+00
 -9.29557085e-01  8.60641575e+00 -3.70484924e+00  8.64582253e+00
  1.47501516e+00  3.71896505e+00  4.43894297e-01  3.34117103e+00
  2.03527421e-01 -3.67961073e+00 -2.83484012e-01 -1.87638998e+00
 -4.33871657e-01 -7.64558494e-01 -1.32555974e+00 -2.55453229e+00]",polish
"[-2.8695395e+02  1.1982772e+02 -3.7231309e+00  5.0887386e+01
 -9.5051384e+00  5.7737947e+00 -1.6238981e+01  6.0440736e+00
 -4.3457389e+00  1.5071499e+00  8.8170519e+00 -7.1358871e+00
  4.2534037e+00 -6.0019093e+00 -1.1068407e+00 -3.7825408e+00
  4.1877732e-01 -1.9846302e+00 -2.7759700e+00 -7.6564103e-01
 -3.4619386e+00 -1.9079138e+00 -3.2043869e+00 -1.1346499e+00
 -3.7768548e+00 -1.9356611e-01 -2.9723217e+00 -3.7475617e+00
 -1.6362494e-01 -1.3799814e+00 -9.4513816e-01  1.2505279e+00
  1.3292966e+00 -1.3248298e+00  1.9063963e+00  1.8661002e+00
  4.2034733e-01  2.3957627e+00  3.4897430e+00  2.4073386e+00]",polish
"[-2.8285562e+02  1.0530358e+02  3.1322165e+01  5.4807507e+01
  3.1478493e+00  1.9587658e+01 -1.1585061e+01  1.3200001e+01
 -1.1826941e+01  8.4692278e+00 -5.0059381e+00  6.2501726e+00
 -8.8128061e+00  4.1078978e+00 -2.0426917e+00  3.5188990e+00
 -5.5131245e+00  4.8677173e+00 -5.1150422e+00  3.6556158e+00
 -4.7953811e+00  2.1647019e+00 -3.0767488e+00 -1.3899183e+00
 -1.9227052e+00  2.6093569e-01 -2.4396145e+00 -4.6783119e-02
 -4.6935484e-01 -1.5473945e+00  7.4397540e-01 -8.9553320e-01
 -7.0412986e-02 -1.0399595e+00 -4.4381369e-02 -1.2356957e+00
  2.3323071e-01 -8.4159601e-01 -2.8696889e-03 -9.2144614e-01]",polish
"[-3.26453674e+02  1.00546516e+02 -3.99401116e+00  2.33587284e+01
 -2.05739760e+00  8.08199883e+00 -2.68712826e+01 -2.13710423e+01
 -1.40131836e+01 -9.99673903e-01 -4.25899887e+00 -1.27880583e+01
 -1.15790832e+00 -1.31120157e+00 -6.18796444e+00 -1.14116955e+01
  2.19307661e+00 -5.52966738e+00 -8.64710140e+00 -3.21043468e+00
 -4.52706337e+00 -1.13839331e+01 -7.15239286e+00  3.51043105e+00
 -4.84582090e+00 -3.55676085e-01 -3.37447882e+00 -4.92936087e+00
  1.26133347e+00 -3.61219835e+00  3.70058894e+00  6.26048088e+00
  2.40270877e+00  5.09628725e+00  5.37555552e+00  4.64392853e+00
  9.24444795e-01  1.53290033e+00  7.12225810e-02 -5.75059938e+00]",polish
"[-2.70513031e+02  1.15157806e+02  1.09683886e+01  3.59072113e+01
  8.85561371e+00  2.86812973e+00  4.46502924e-01  1.31865549e+01
 -6.83211946e+00  1.18983517e+01  5.42337716e-01  6.50791502e+00
 -6.46388197e+00  8.00597382e+00  1.39931634e-01  2.18137312e+00
  1.06661987e+00  7.40529585e+00  1.19183648e+00 -2.21565580e+00
  7.44853210e+00  1.02419004e-01  2.96220422e+00 -5.92980087e-02
  2.80642939e+00 -1.79225898e+00  1.59141636e+00  4.05829811e+00
 -3.37436652e+00  5.77071714e+00 -3.92693973e+00  3.89165950e+00
 -4.48674726e+00  3.90628839e+00 -2.73934937e+00  1.20235753e+00
  1.20512068e+00  4.13496077e-01  3.57318312e-01 -2.88589668e+00]",polish
"[-3.59062897e+02  9.92814331e+01 -4.63121986e+01  6.29317131e+01
 -9.14346695e+00  2.40647006e+00  3.55043530e+00 -1.69849758e+01
  1.15884457e+01 -1.32723055e+01 -1.67824543e+00  4.84393311e+00
 -8.94096279e+00  4.16658163e+00 -8.21331680e-01 -2.23884511e+00
  1.64502907e+00  4.77249533e-01 -3.69070053e-01 -1.63665366e+00
 -7.23736212e-02  8.11507702e-01 -1.79291058e+00 -1.09812164e+00
 -1.95397127e+00 -2.50766969e+00 -1.21685886e+00 -2.74744225e+00
 -3.80329311e-01 -1.46860898e+00 -1.58635020e+00 -5.52368104e-01
 -2.65782952e+00 -1.77155197e+00 -3.33309340e+00 -2.65420675e+00
 -6.61493182e-01 -1.93514470e-02  1.50812638e+00  2.20299911e+00]",polish
"[-3.16984924e+02  1.04232689e+02 -2.02884560e+01  4.42568283e+01
  1.08094668e+00 -3.32142949e+00 -1.94105072e+01 -1.91364784e+01
 -7.89232254e+00 -1.50083055e+01 -1.59015694e+01  6.59588051e+00
 -7.11299181e+00 -1.28329554e+01  1.40640318e+00 -1.66913891e+01
 -5.18729329e-01 -2.95721650e+00 -1.39551897e+01 -7.72969723e+00
 -5.52155781e+00 -5.80365372e+00 -7.35119963e+00  8.65565836e-01
 -2.36559689e-01 -2.88363004e+00 -6.63421273e-01 -2.32990170e+00
 -3.75943732e+00  4.45658970e+00  4.49272156e+00  2.20083475e+00
  5.39444923e+00  2.19162655e+00  1.11427116e+00 -1.03015155e-01
  7.24361837e-01  1.29166162e+00 -1.42590380e+00 -1.44404650e+00]",polish
"[-2.5061264e+02  1.1493174e+02  1.4095343e+01  3.1599770e+01
  1.2048037e+00 -9.1907227e-01 -8.5520992e+00  7.3537459e+00
 -1.0565018e+01  5.9555764e+00 -7.7243838e+00  3.8411045e+00
 -8.6417770e+00  9.5170727e+00 -5.8243065e+00  4.2722793e+00
 -1.5192702e+00  5.4594650e+00 -3.8037050e+00  1.4814610e+00
 -2.8410578e+00  2.1312768e+00  3.9635587e-02 -3.6025494e-01
 -9.1133845e-01  2.2661816e-01 -2.7484062e+00  2.5154629e+00
 -1.1989743e-01  2.8503170e+00  3.7179610e-01  3.0395863e+00
  2.4710281e+00  7.0191360e+00  6.8990436e+00  5.4072175e+00
  6.8678756e+00  2.3410413e+00  2.5401750e+00 -5.3034437e-01]",Italian
"[-3.0651584e+02  1.2621368e+02  1.1700467e+01  5.8177742e+01
  5.9696898e+00 -4.5592508e+00 -1.9683430e+01  5.9257776e-02
 -9.6477423e+00 -4.6040850e+00  2.6605179e+00 -1.3310580e+01
  4.4767036e+00 -6.2689166e+00 -3.7186658e+00 -1.3884120e+00
 -5.7897563e+00 -9.6475828e-01 -4.4245286e+00 -4.2639837e+00
 -2.2810445e+00 -4.6155338e+00 -7.0455189e+00 -2.1948562e+00
 -2.9601393e+00 -4.0143437e+00 -3.3156457e+00 -3.1938136e+00
 -1.6750240e+00 -7.4119949e-01 -9.2582023e-01 -2.5805268e+00
 -2.3606510e+00 -2.6716907e+00 -2.8587000e+00 -3.2362630e+00
 -2.7281439e+00 -2.0926309e+00 -2.2913747e+00 -1.7430357e+00]",Italian
"[-2.9917621e+02  1.1039794e+02 -6.3755255e+00  5.2704506e+01
  6.9293141e+00  5.1606922e+00 -1.9143348e+00  6.6445312e+00
 -5.8759618e+00 -1.5087452e+00 -2.1268566e+00 -9.0337247e-01
  3.0731039e+00  2.5788066e+00  1.9117976e+00  4.6116599e-01
 -1.6243373e+00  8.6435544e-01  1.0822635e+00 -3.7380686e+00
 -7.2588706e-01 -5.6264267e+00 -2.7600458e+00 -1.1721960e-01
  2.6067438e+00 -3.9261124e+00 -2.2307084e+00 -1.9752131e+00
 -2.0754309e+00  1.6002981e-01 -2.3108535e+00 -1.4309751e+00
 -2.8210592e+00  9.1256016e-01 -1.8200877e+00 -8.2266158e-01
 -1.3262075e+00 -1.5415832e+00 -5.8614576e-01 -1.6413411e+00]",Italian
"[-2.9053574e+02  1.3427795e+02 -9.7161846e+00  2.7004089e+01
  3.2418871e+00  3.2710724e-03 -3.2352966e+01 -2.5471542e+01
 -1.1989872e+01 -1.4924006e+00 -5.0396366e+00 -6.9292383e+00
 -4.5411224e+00 -1.1775012e+01 -5.2582598e+00 -6.2773767e+00
 -7.4829584e-01 -3.3801928e+00 -1.7698252e+00 -4.3489928e+00
 -5.8191319e+00 -5.6070418e+00 -4.1078110e+00  2.7115805e+00
 -4.2892981e+00 -3.3825068e+00  2.6801527e-01 -8.3480978e-01
 -1.5697708e+00  1.8845845e+00  1.5406063e+00  4.4774227e+00
  7.3950143e+00  4.4727340e+00  3.2668161e+00  1.2601752e+00
  2.4639087e+00 -8.6582935e-01  2.9736426e-01  1.5727435e+00]",Italian
"[-2.8353122e+02  1.1503425e+02  1.6505152e+01  3.0849072e+01
  6.7507696e+00  1.0802269e+01 -4.6083007e+00 -3.9885871e+00
 -9.8287029e+00  4.3238411e+00 -6.5142817e+00  8.4661579e+00
  4.2179066e-01  1.0690615e+00  1.1804023e+00 -1.1819322e+00
 -3.3310497e+00 -1.6127087e+00  1.4880320e+00  4.0105301e-01
 -5.2443042e+00 -7.6031975e-02 -1.2598946e+00 -8.0618620e-01
  1.5017878e+00 -9.3124396e-01  1.2409916e+00  2.2257681e-01
  1.3641860e-01  1.6177679e+00 -2.3593150e-01  2.4157256e-01
  3.7027687e-01 -1.3231061e+00  1.7157079e+00 -1.6323788e+00
  7.0144928e-01  1.4616293e+00  1.0960732e+00  4.6898896e-01]",Italian
"[-250.22185     100.066696      2.4461317    29.009539      2.5608566
   15.280021    -12.326875     14.69779      -7.375822      4.8574395
   -6.732017      5.0580435    -4.163039      6.43092      -3.142595
    6.657182     -6.9093995     4.3600593    -6.8332186     1.3080186
   -4.76667       1.4038719    -3.5206156    -2.1541045    -0.97841126
   -1.6006804    -2.1663828     0.58849794    1.7918264    -1.1557994
   -0.5932515    -3.2946322     1.929541     -0.8350417    -0.26576117
   -1.9214569    -0.8366953    -5.1258516    -1.7056319    -1.4262625 ]",Italian
"[-3.29212128e+02  1.10882904e+02  8.51889849e-01  4.31415062e+01
  2.05549598e+00  1.69801197e+01 -4.00234699e+00  1.75867081e+00
 -1.12253129e+00  5.07757521e+00 -6.08104134e+00  9.56601334e+00
 -1.90122902e+00  2.50526524e+00  4.01491213e+00  6.35650158e+00
 -4.80262232e+00 -1.09855890e+00  1.50590932e+00 -8.48054111e-01
 -1.10492313e+00  2.37585950e+00 -1.17911167e-01  1.97648752e+00
  1.34047830e+00  2.90589404e+00  1.61162317e+00  1.06985533e+00
 -1.19585860e+00  1.24151543e-01 -4.61954057e-01 -2.48994499e-01
 -2.64765471e-01 -1.40524673e+00 -9.51682031e-01 -7.53337085e-01
  5.79693854e-01 -5.49945116e-01  6.02447033e-01 -1.59215403e+00]",Italian
"[-3.47732422e+02  1.08420395e+02  1.61649017e+01  4.43583221e+01
  2.20188255e+01  7.86231327e+00 -2.46227722e+01 -1.61467590e+01
 -6.91580725e+00 -1.37615929e+01 -5.68636847e+00 -1.85272932e+00
 -5.83425188e+00 -5.67506027e+00 -3.94946647e+00 -5.29976892e+00
 -4.04809284e+00 -4.10290051e+00  1.99805737e+00 -6.27816200e+00
 -5.68273258e+00 -3.60055351e+00 -8.66363621e+00 -3.52779269e+00
 -4.27675056e+00 -2.30530405e+00 -2.49692106e+00 -1.81459343e+00
 -1.47646928e+00 -1.53615403e+00  9.39085782e-01 -2.71696568e-01
 -2.50041097e-01 -7.20190525e-01 -2.14769506e+00 -1.19144106e+00
 -7.40532041e-01 -1.37520993e+00 -7.55191743e-02 -1.36504263e-01]",Italian
"[-289.31332     113.72458      20.018162     40.499508      4.9696355
    9.428869    -12.852916     -1.2630621    -2.5951402     0.55958915
   -9.901191      7.1751513    -6.406959     -1.7263404     4.334083
    8.14022       4.14127       3.7102675    -3.8940575    -3.117026
   -6.618589     -2.3097       -1.3997924    -9.26368      -3.4411914
   -1.8421959    -4.0554495    -4.241915     -2.9092412    -3.3199115
   -3.1045763    -1.8549831    -8.728716     -2.892811     -0.8730894
   -0.48217276   -3.7726912    -3.5235214    -1.9467009    -5.0718246 ]",Italian
"[-2.4833081e+02  6.8352455e+01  1.1155935e+01  3.8179878e+01
 -9.5143003e+00  1.4819891e+01 -1.3262575e+01  1.4857540e+01
 -1.3222053e+01  1.0230022e+01 -7.8877563e+00  7.6993746e-01
 -2.9782872e+00  1.9516090e+00 -1.7156053e+00  7.1796069e+00
 -6.9590230e+00  8.6066837e+00 -4.8908216e-01  8.1373483e-01
  2.1994708e-01  1.0922152e+00 -3.4302037e+00  5.2686334e+00
  1.8328954e+00  5.6782782e-01 -8.4544927e-01  9.8943420e-02
 -2.7593844e+00 -8.7949717e-01  8.7598288e-01  4.2530581e-02
  1.3336039e-01  5.3654242e-01 -6.4021581e-01 -8.3955389e-01
 -2.1474378e+00  6.9145304e-01 -5.7660109e-01 -1.4417816e+00]",Italian
"[-2.8262415e+02  1.0625696e+02  5.8636093e+00  4.8788200e+01
  5.4639411e+00  2.3914989e+01 -2.6992060e+01  1.0116397e+01
  7.5047970e+00 -8.2592793e+00 -1.7005079e+01 -1.5981553e+01
  4.2808170e+00 -8.1891861e+00  7.8506718e+00 -3.1533618e+00
 -9.4465122e+00  1.2640512e+00  3.8912466e+00  9.5381194e-01
 -7.5466824e+00 -1.4448451e+00 -6.2060046e-01 -6.5243988e+00
 -6.6007376e-01 -2.0404484e+00 -6.8226333e+00 -1.0398204e+00
 -1.7453313e-01 -1.8005166e+00 -3.4256711e+00  5.3538883e-01
 -2.4829810e+00 -8.9042222e-01 -1.5763227e+00 -3.5373118e+00
  1.5444251e+00 -1.9407558e+00 -1.1565307e+00 -2.7627952e+00]",Italian
"[-3.25230103e+02  1.12253586e+02  9.58279133e+00  3.73354492e+01
  2.11769199e+01  2.63617969e+00 -3.08780265e+00 -8.48394096e-01
 -1.69212933e+01  4.57245207e+00 -8.53403091e-01  2.49640012e+00
 -5.63370407e-01  6.60082006e+00 -6.35493517e+00 -5.70972264e-01
 -3.50027251e+00 -2.46179175e+00  1.81788003e+00  3.25330704e-01
 -1.11831236e+00  1.94732857e+00 -3.16814566e+00 -1.03131640e+00
  1.20681214e+00 -8.37129474e-01 -3.38576055e+00  1.89089179e+00
 -4.37849092e+00 -3.76886219e-01 -1.65387079e-01 -2.41531110e+00
 -5.98374642e-02 -1.38058877e+00 -1.21102452e+00  1.25524268e-01
  1.50256288e+00  1.39052451e-01  3.34175438e-01 -1.82342148e+00]",Italian
"[-2.2770854e+02  9.9940094e+01  1.5380249e+01  5.6404015e+01
  1.2818994e+01  1.9462263e+01 -2.5524429e+01  1.2290360e+00
  3.2845497e-01  4.4621978e+00 -8.2541342e+00  1.5174400e+01
 -2.2631557e-01  8.9635128e-01 -7.1944079e+00  9.0347767e+00
 -1.4753477e+01  8.1539621e+00 -5.8597565e+00  3.3401358e+00
 -8.1738586e+00  3.2902005e+00  1.6010783e+00 -7.3454776e+00
  5.7460513e+00 -7.7271968e-01 -1.3516015e+00 -3.2627568e-02
 -3.9441454e-01 -1.5764467e+00 -3.5267920e+00  1.2487794e+00
 -2.0947940e+00 -1.1695160e+00 -3.5991650e+00  1.5026872e-01
 -4.4881949e+00  1.4240965e+00 -2.9343569e+00 -2.4889059e-01]",Italian
"[-2.9411691e+02  1.0864233e+02  1.4122363e+01  4.4132736e+01
  1.3675091e+01 -1.7970515e+00 -1.8858709e+01  5.3614550e+00
 -8.5302153e+00 -1.5213461e+00 -4.6569257e+00  5.8170681e+00
 -8.1900587e+00 -3.3048921e+00 -4.0897827e+00 -2.3655567e+00
 -1.4707059e+00  3.2463527e+00 -6.9600210e+00  6.9998163e-01
 -7.4975624e+00  2.9873769e+00 -4.5271268e+00  1.4836119e+00
 -2.8291371e+00  9.4999932e-02  8.2061774e-01 -2.7622676e+00
  9.9558598e-01 -4.4120741e+00 -7.1780199e-01 -2.1780198e+00
 -4.3431994e-01 -1.9521314e+00 -9.6402568e-01 -1.9877558e+00
 -1.7305592e+00 -1.9908781e+00 -1.0711095e-01 -2.1392167e+00]",Italian
"[-2.8637915e+02  6.0268570e+01  1.0295526e+01  3.3362007e+01
  4.1271214e+00  2.1999975e+01 -1.9952494e+01 -5.8590032e-02
 -1.8524105e+01  2.5710362e-01 -2.2849030e+01 -1.8813913e-01
 -9.3948708e+00 -2.9530392e+00 -1.2637902e+01 -2.5632924e-01
 -2.0149082e+01  3.4950013e+00 -5.7806296e+00  1.8199867e+00
 -6.8265848e+00 -2.7359540e+00 -6.2882862e+00 -2.6402335e+00
 -6.7850890e+00 -1.6794766e+00 -5.7840157e+00 -2.3296525e+00
 -2.6305494e+00 -2.3164988e+00 -6.0850234e+00 -4.8346318e-02
 -4.2601933e+00 -2.4460399e+00 -2.8158710e+00 -3.6733007e+00
  1.4987907e-01 -1.3240407e+00  7.9285002e-01 -2.6179731e+00]",Italian
"[-244.93088      94.643234     -0.4955929    19.887758      6.914242
    1.4783841   -13.752992     10.930771     -6.572474      3.718165
   -4.060354      6.813958     -4.838088      7.063989     -7.4114738
    2.6144135   -10.475889      1.1821654    -7.795801     -2.8711252
    0.2688585    -0.9881716    -0.32671908    6.636952     -2.983129
    3.295424     -2.3968904    -1.2061484    -0.3240244    -1.4289944
    2.1155052    -1.6846308     0.2707195     2.0448892     3.860531
    2.0179877    -0.9303797    -1.6074045     0.6534666    -1.6814816 ]",Italian
"[-2.5901773e+02  9.1209740e+01 -3.1470495e+01  2.6874918e+01
 -2.9924892e+01  1.4632174e+01 -2.6805405e+01 -4.8126202e+00
 -2.1571503e+01 -1.8540300e+01 -1.5537206e+01 -2.4025867e+01
  4.0004864e-01 -1.7443039e+01 -1.1744394e+01 -1.2235107e+01
 -6.9825544e+00 -1.6927652e+01 -1.0669961e+01 -6.8708315e+00
 -1.2074941e+01 -3.0870697e+00 -9.1507196e+00 -4.5756660e-02
 -8.0274277e+00 -4.8305030e+00  9.0135080e-01 -4.4942646e+00
  5.9498534e-02  2.8036127e+00  1.2382925e+00  4.2329617e+00
  9.6478357e+00  4.7087693e+00  6.9844289e+00  1.8079046e+00
  2.9751756e+00 -1.4210341e+00 -4.4807609e-02  1.1640532e+00]",Italian
"[-259.02286     125.68168     -26.374992     42.22559       4.5549335
   -3.6785207   -26.97912      -9.82994      -7.8112664    -7.1834774
  -11.515275     -7.630068     -4.484606    -13.466545     -6.373329
   -6.6995625    -8.133109     -8.796365     -1.8432392    -7.5628114
   -2.2100222    -5.168252     -2.0450466    -2.16753      -7.5645747
    2.6099427    -4.906789     -2.8504598    -3.3198078    -3.4774606
    0.98642945    0.29346123   -0.54601514   -2.7937148    -2.6230564
   -1.6795679    -1.4542806    -2.0637386    -0.921601     -0.8220504 ]",Italian
"[-2.8079959e+02  8.3064819e+01  1.4218964e+01  2.7535536e+01
  9.1159124e+00  1.7089800e+01 -1.1882620e+01  1.2318033e+01
 -1.1247736e+01  7.5283632e+00 -8.7725945e+00  1.2630358e+01
 -7.5315571e+00  5.8879838e+00 -6.5359721e+00  8.8189125e+00
 -5.4207196e+00  2.9985740e+00  7.7101207e-01 -6.9991904e-01
 -6.0976472e+00  3.2931457e+00 -2.4562640e+00  6.1222032e-02
 -1.3651228e+00  2.8398917e+00 -1.1023439e+00 -5.3002700e-02
 -2.3532431e+00 -1.8789042e+00 -1.7045152e+00 -1.6580508e+00
  6.4619511e-01  1.3962841e-01 -5.3374404e-01 -1.9731349e+00
 -7.1210891e-01 -3.3812306e+00 -1.7672256e+00 -1.3257951e+00]",Italian
"[-2.71832886e+02  1.03780235e+02  8.48015118e+00  1.79633083e+01
 -6.88701677e+00 -6.38861418e+00 -1.98968964e+01  4.40374708e+00
 -1.47817163e+01 -5.25006914e+00 -1.63105577e-01  3.75579208e-01
 -1.23703651e+01  8.42637730e+00 -1.01422949e+01 -1.30740023e+01
  4.31798160e-01 -8.16363811e+00 -2.34946251e+00 -6.30749989e+00
 -6.11045027e+00 -5.65628529e-01 -3.78969216e+00 -1.50895178e+00
 -5.27916622e+00 -1.85685301e+00 -6.28491831e+00 -1.69078457e+00
 -4.53222692e-01 -1.58669555e+00 -2.94554996e+00 -1.07274771e+00
 -1.01610100e+00  9.38367248e-01 -3.90450925e-01 -1.16363898e-01
 -3.07003021e-01  2.43936825e+00 -2.68228710e-01 -5.43792725e-01]",Italian
"[-2.9872833e+02  1.0849555e+02  3.1969421e+00  3.0195904e+01
  1.0149183e+01  7.7112489e+00 -1.4197302e+01 -7.4602709e+00
 -2.7374399e+01 -1.0272158e+01 -8.8172121e+00  3.6303372e+00
 -1.4873382e+01 -3.1532276e+00 -4.1369181e+00  7.4224764e-01
 -6.1079736e+00 -4.1414866e+00 -1.0338694e+01 -2.7385058e+00
 -3.8483647e-01 -5.6955924e+00 -2.3353810e+00 -4.4883976e+00
 -3.2597282e+00  7.6340723e-01 -4.6906042e+00 -2.0911815e+00
 -4.1757545e+00 -6.1970205e+00  6.0015347e-02 -2.0464094e-01
 -1.3704406e+00 -3.9311965e+00 -2.7109563e+00  1.0042061e+00
 -3.2461286e+00  7.0159841e-01 -3.6495545e+00 -2.6299672e+00]",Italian
"[-1.8041496e+02  8.4521584e+01 -4.6580682e+00  1.9551424e+01
 -3.3302171e+00  1.3683603e+00 -1.5623503e+01  4.9983730e+00
 -1.0095023e+01  9.6936579e+00 -9.5873680e+00  6.7680211e+00
 -9.3021469e+00  4.6147223e+00 -1.0776072e+00 -1.4654882e+00
  9.5783746e-01  5.2036452e+00 -9.1764994e+00 -4.6023190e-02
 -4.3740215e+00  1.2746131e+00 -1.5169202e+00  1.5412484e+00
  9.0827912e-01  5.4638982e+00  7.6994991e-01  6.3888755e+00
  3.7420566e+00  2.3919320e+00  3.5738697e+00  5.2816525e+00
  3.5294588e+00  3.6616282e+00  1.7844224e+00  2.9607043e+00
  2.1039398e+00 -1.8023410e-01  8.1896639e-01  1.6510383e+00]",Italian
